k79_0	PE4L	87.302	63	4	3	1	61	653	593	1.64e-14	69.4
k79_0	ZA6L	87.097	62	6	2	1	61	525	465	1.64e-14	69.4
k79_0	TO6L	100.000	35	0	0	27	61	16	50	2.12e-13	65.8
k79_0	TO4L	100.000	34	0	0	28	61	11	44	7.62e-13	63.9
k79_0	TO9L	85.714	63	6	3	1	61	2	63	7.62e-13	63.9
k79_0	PE1L	97.059	34	1	0	28	61	5	38	3.55e-11	58.4
k79_1	PE7L	100.000	145	0	0	51	195	967	823	1.63e-74	268
k79_1	PE8L	99.310	145	1	0	51	195	405	261	7.59e-73	263
k79_1	TO4L	99.310	145	1	0	51	195	600	456	7.59e-73	263
k79_1	Mastomys_natalensis_2	98.621	145	2	0	51	195	915	771	3.53e-71	257
k79_1	PE1L	98.621	145	2	0	51	195	94	238	3.53e-71	257
k79_1	TO17L	98.621	145	2	0	51	195	281	137	3.53e-71	257
k79_1	Mastomys_natalensis_1	96.552	145	5	0	51	195	898	754	3.55e-66	241
k79_1	TO6L	98.485	132	1	1	51	182	261	391	2.14e-63	231
k79_1	Mastomys_erythroleucus	88.276	145	17	0	51	195	915	771	3.66e-46	174
k79_1	TO3L	100.000	34	0	0	17	50	1	34	8.26e-13	63.9
k79_1	ZA1L	100.000	32	0	0	20	51	1	32	1.07e-11	60.2
