k59_0	Steatomys_krebsii	91.892	222	18	0	17	238	919	1140	2.73e-87	311
k59_0	Steatomys_pratensis	96.078	153	3	3	4	156	909	1058	7.81e-68	246
k59_0	Oryzomys_couesi	76.503	183	43	0	50	232	952	1134	6.43e-24	100
k59_1	Steatomys_pratensis	97.696	217	5	0	89	305	169	385	4.13e-106	374
k59_1	Steatomys_krebsii	94.470	217	12	0	89	305	169	385	1.95e-94	335
k59_1	Crocidura_hirta	77.723	202	39	6	106	304	170	368	2.14e-29	119
k59_3	Steatomys_pratensis	96.939	392	8	3	106	496	529	917	0.0	654
k59_3	Steatomys_krebsii	89.744	390	40	0	106	495	529	918	1.01e-143	499
k59_3	Montemys_delectorum	81.389	360	61	3	117	473	523	879	2.39e-80	289
k59_3	Beamys_hindei	79.787	376	70	4	106	478	512	884	3.11e-74	268
k59_3	Arvicanthis_niloticus	79.947	374	63	9	106	473	512	879	4.03e-73	265
k59_3	Rattus_rattus_2	79.144	374	76	2	106	478	512	884	6.74e-71	257
k59_3	Rattus_rattus_1	79.088	373	76	2	106	477	512	883	2.42e-70	255
k59_3	Rattus_tanezumi	78.976	371	75	3	109	477	514	883	1.13e-68	250
k59_3	Oryzomys_couesi	78.892	379	70	10	105	478	528	901	4.06e-68	248
k59_3	Micaelamys_namaquensis	78.836	378	72	6	105	478	535	908	4.06e-68	248
k59_3	Praomys_jacksoni	80.183	328	62	3	133	458	555	881	1.89e-66	243
k59_3	Rattus_argentiventer	78.133	375	78	4	106	478	512	884	3.16e-64	235
k59_3	Hybomys_planifrons	78.226	372	75	5	105	473	414	782	1.14e-63	233
k59_3	Praomys_rostratus	76.230	366	85	2	106	470	473	837	1.93e-51	193
k59_3	TO3L	100.000	31	0	0	1	31	4	34	7.34e-11	58.4
k59_2	Steatomys_pratensis	98.113	106	2	0	61	166	183	78	1.61e-49	185
k59_2	Steatomys_krebsii	96.190	105	4	0	62	166	182	78	1.25e-45	172
k59_2	Rattus_argentiventer	82.828	99	15	2	68	165	159	62	4.68e-20	87.9
k59_2	TO9L	86.885	61	6	2	1	60	4	63	6.09e-14	67.6
k59_2	PE1L	97.368	38	1	0	23	60	1	38	2.19e-13	65.8
k59_2	TO6L	100.000	35	0	0	27	61	17	51	2.19e-13	65.8
k59_2	PE4L	100.000	34	0	0	27	60	626	593	7.88e-13	63.9
k59_2	TO4L	100.000	34	0	0	27	60	11	44	7.88e-13	63.9
