k59_0	Calomys_callosus_2	90.074	272	23	4	53	321	572	842	7.80e-99	350
k59_0	Calomys_callosus_1	90.074	272	23	4	53	321	570	840	7.80e-99	350
k59_1	Calomys_callosus_2	85.957	235	25	8	9	238	365	596	3.57e-67	244
k59_1	Calomys_callosus_1	85.532	235	26	8	9	238	363	594	1.66e-65	239
k59_2	PE8L	99.101	556	5	0	29	584	688	133	0.0	1000
k59_2	TO4L	99.101	556	5	0	29	584	883	328	0.0	1000
k59_2	PE7L	99.396	497	3	0	88	584	1191	695	0.0	902
k59_2	Mastomys_natalensis_2	98.193	498	9	0	87	584	1140	643	0.0	870
k59_2	TO17L	99.099	444	4	0	31	474	562	119	0.0	798
k59_2	Mastomys_natalensis_1	96.977	430	13	0	155	584	1055	626	0.0	723
k59_2	Mastomys_erythroleucus	90.161	498	49	0	87	584	1140	643	0.0	649
k59_2	TO6L	98.830	342	3	1	102	443	51	391	2.07e-176	608
k59_2	PE1L	98.214	280	5	0	302	581	84	363	7.81e-141	490
k59_2	Praomys_jacksoni	82.806	506	82	5	87	589	1140	637	4.77e-128	448
k59_2	Rattus_exulans	79.572	421	82	4	163	581	1047	629	5.08e-83	298
k59_2	ZA12L	99.390	164	1	0	275	438	73	236	5.08e-83	298
k59_2	ZA6L	99.333	150	1	0	435	584	465	316	3.08e-75	272
k59_2	ZA7L	99.310	145	1	0	312	456	51	195	1.85e-72	263
k59_2	TO8L	99.296	142	1	0	443	584	364	223	8.62e-71	257
k59_2	Apodemus_flavicollis	80.841	214	37	4	370	581	845	634	5.38e-43	165
k59_2	TO3L	100.000	82	0	0	500	581	35	116	4.19e-39	152
k59_3	PE7L	99.694	653	2	0	28	680	58	710	0.0	1195
k59_3	PE4L	99.016	610	1	1	84	693	1	605	0.0	1088
k59_3	Mastomys_natalensis_1	96.568	641	22	0	40	680	1	641	0.0	1062
k59_3	Mastomys_natalensis_2	94.673	657	35	0	24	680	2	658	0.0	1029
k59_3	Mastomys_erythroleucus	94.172	652	38	0	29	680	7	658	0.0	994
k59_3	Hylomyscus_simus	87.215	657	84	0	24	680	2	658	0.0	749
k59_3	TO9L	99.022	409	4	0	68	476	64	472	0.0	734
k59_3	Praomys_rostratus	88.372	602	70	0	79	680	1	602	0.0	725
k59_3	Myomys_daltoni	86.474	658	87	2	24	680	2	658	0.0	721
k59_3	Myomys_verreauxi	86.191	659	87	3	24	680	2	658	0.0	715
k59_3	Mus_spretus	85.997	657	92	0	24	680	2	658	0.0	704
k59_3	Arvicanthis_niloticus	85.692	636	91	0	40	675	1	636	0.0	671
k59_3	Rattus_rattus_2	85.603	639	88	4	44	680	5	641	0.0	667
k59_3	Montemys_delectorum	87.770	556	68	0	125	680	86	641	0.0	651
k59_3	Rattus_norvegicus	85.000	640	94	2	42	680	3	641	0.0	649
k59_3	Apodemus_flavicollis	82.972	646	110	0	35	680	1	646	0.0	641
k59_3	Rattus_rattus_1	84.796	638	95	2	44	680	5	641	0.0	640
k59_3	Mus_musculus_molossinus	84.399	641	100	0	40	680	1	641	0.0	630
k59_3	Rattus_tanezumi	84.507	639	95	4	44	680	5	641	0.0	628
k59_3	Otomys_unisulcatus	83.915	659	102	4	24	680	2	658	0.0	628
k59_3	Mus_baoulei	84.652	632	95	2	50	680	1	631	0.0	628
k59_3	Micaelamys_namaquensis	83.714	657	107	0	24	680	9	665	3.27e-180	621
k59_3	Rattus_lutreolus	84.038	639	102	0	42	680	3	641	1.52e-178	616
k59_3	Mus_setulosus	83.308	653	108	1	29	680	6	658	3.29e-175	604
k59_3	Lemniscomys_bellieri	83.307	641	107	0	40	680	1	641	2.56e-171	592
k59_3	TO4L	100.000	301	0	0	380	680	43	343	9.34e-161	556
k59_3	Oryzomys_couesi	80.909	660	120	5	24	680	2	658	1.58e-148	516
k59_3	ZA6L	100.000	236	0	0	445	680	96	331	1.27e-124	436
k59_3	TO8L	100.000	215	0	0	466	680	24	238	5.99e-113	398
k59_3	TO3L	100.000	153	0	0	528	680	256	104	1.75e-78	283
k59_3	TO3L	100.000	34	0	0	681	714	34	1	2.48e-12	63.9
k59_3	PE8L	100.000	148	0	0	533	680	1	148	1.05e-75	274
k59_3	PE1L	100.000	125	0	0	556	680	475	351	6.43e-63	231
k59_3	ZA7L	100.000	34	0	0	681	714	50	17	2.48e-12	63.9
