k79_0	PE7L	98.587	283	4	0	54	336	382	100	1.98e-144	501
k79_0	Mastomys_natalensis_1	97.509	281	7	0	56	336	311	31	2.58e-138	481
k79_0	PE4L	98.885	269	3	0	54	322	269	1	2.58e-138	481
k79_0	Mastomys_natalensis_2	97.173	283	8	0	54	336	330	48	9.26e-138	479
k79_0	Mastomys_erythroleucus	96.416	279	10	0	58	336	326	48	3.36e-132	460
k79_0	Mus_spretus	90.288	278	27	0	58	335	326	49	2.71e-103	364
k79_0	Praomys_rostratus	90.074	272	27	0	56	327	272	1	5.86e-100	353
k79_0	Hylomyscus_simus	89.744	273	27	1	57	329	326	55	2.73e-98	348
k79_0	Mus_musculus_molossinus	86.833	281	37	0	56	336	311	31	2.76e-88	315
k79_0	Mus_baoulei	86.380	279	38	0	58	336	299	21	1.66e-85	305
k79_0	Myomys_verreauxi	86.667	270	35	1	57	326	326	58	2.15e-84	302
k79_0	Myomys_daltoni	85.461	282	39	2	56	336	328	48	1.30e-81	292
k79_0	TO3L	100.000	33	0	0	21	53	2	34	3.98e-12	62.1
k79_4	Calomys_callosus_2	90.432	324	28	3	27	348	513	835	4.24e-121	424
k79_4	Calomys_callosus_1	90.432	324	28	3	27	348	511	833	4.24e-121	424
k79_2	PE4L	97.879	330	3	1	51	380	297	622	2.02e-164	568
k79_2	TO4L	99.035	311	3	0	40	350	32	342	1.21e-161	558
k79_2	PE7L	99.000	300	3	0	51	350	410	709	1.58e-155	538
k79_2	Mastomys_natalensis_1	96.000	300	12	0	51	350	341	640	1.61e-140	488
k79_2	Mastomys_erythroleucus	95.333	300	14	0	51	350	358	657	3.50e-137	477
k79_2	Mastomys_natalensis_2	93.333	300	20	0	51	350	358	657	5.89e-130	453
k79_2	Praomys_rostratus	89.667	300	31	0	51	350	302	601	7.84e-109	383
k79_2	Myomys_daltoni	89.667	300	31	0	51	350	358	657	7.84e-109	383
k79_2	Hylomyscus_simus	88.737	293	33	0	58	350	365	657	1.32e-101	359
k79_2	Myomys_verreauxi	87.748	302	33	3	51	350	358	657	7.95e-99	350
k79_2	Arvicanthis_niloticus	86.149	296	41	0	51	346	341	636	6.23e-90	320
k79_2	Rattus_norvegicus	85.667	300	43	0	51	350	341	640	8.06e-89	316
k79_2	Montemys_delectorum	85.522	297	43	0	54	350	344	640	3.75e-87	311
k79_2	Micaelamys_namaquensis	85.324	293	43	0	58	350	372	664	6.28e-85	303
k79_2	Rattus_rattus_1	84.385	301	45	2	51	350	341	640	3.78e-82	294
k79_2	Rattus_lutreolus	84.333	300	47	0	51	350	341	640	3.78e-82	294
k79_2	Apodemus_flavicollis	83.502	297	49	0	54	350	349	645	3.78e-82	294
k79_2	Otomys_unisulcatus	84.385	301	45	2	51	350	358	657	3.78e-82	294
k79_2	Oryzomys_couesi	84.722	288	44	0	63	350	370	657	1.76e-80	289
k79_2	Lemniscomys_bellieri	84.247	292	46	0	59	350	349	640	2.27e-79	285
k79_2	Mus_spretus	83.667	300	49	0	51	350	358	657	8.18e-79	283
k79_2	Mus_setulosus	83.667	300	49	0	51	350	358	657	8.18e-79	283
k79_2	Rattus_tanezumi	83.557	298	47	2	54	350	344	640	3.80e-77	278
k79_2	Mus_baoulei	83.056	301	49	2	51	350	331	630	1.77e-75	272
k79_2	TO3L	98.026	152	3	0	199	350	256	105	2.96e-73	265
k79_2	TO3L	100.000	35	0	0	20	54	2	36	3.22e-13	65.8
k79_2	PE8L	97.959	147	3	0	204	350	1	147	1.78e-70	255
k79_2	PE1L	97.581	124	3	0	227	350	475	352	1.09e-57	213
k79_1	TO4L	99.708	342	0	1	51	391	810	469	0.0	625
k79_1	TO4L	97.368	38	0	1	14	50	7	44	1.30e-12	63.9
k79_1	PE7L	99.415	342	1	1	51	391	1177	836	6.17e-180	619
k79_1	PE8L	98.830	342	3	1	51	391	615	274	1.33e-176	608
k79_1	Mastomys_natalensis_2	98.246	342	5	1	51	391	1125	784	2.89e-173	597
k79_1	Mastomys_natalensis_1	96.886	289	8	1	104	391	1055	767	8.44e-139	483
k79_1	Mastomys_erythroleucus	91.667	336	27	1	52	387	1124	790	3.06e-133	464
k79_1	Praomys_jacksoni	84.226	336	52	1	52	387	1124	790	1.51e-91	326
